customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn Prediction,Churn Probability,Risk Score,Risk Level,Customer Risk Score,Customer Tenure Months,Monthly Charge Value,Total Customer Value,Customer Risk Segment,Tenure Segment,Spending Segment,Customer Value Segment,Strategic Segment
3878-AVSOQ,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.25,71.25,0,Churn,90.14,90.14,Critical,90.14,1,71.25,71.25,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
3258-SYSWS,Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.8,7845.8,0,Retained,8.33,8.33,Low,8.33,72,113.8,7845.8,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
5296-PSYVW,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1750.7,0,Retained,1.55,1.55,Low,1.55,72,24.55,1750.7,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
6319-QSUSR,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,216.2,0,Retained,29.62,29.62,Medium,29.62,11,19.7,216.2,Medium,Developing Customer,Low Value,Low Value,Watchlist Customer
4083-EUGRJ,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,178.5,1,Retained,28.36,28.36,Medium,28.36,9,20.25,178.5,Medium,Developing Customer,Low Value,Low Value,Watchlist Customer
7579-OOPEC,Female,1,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,1,Churn,61.71,61.71,High,61.71,2,50.15,115.1,High,New Customer,Medium Value,Low Value,New Customer At-Risk
0512-FLFDW,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5,6029.0,0,Retained,39.33,39.33,Medium,39.33,60,100.5,6029.0,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
1771-OADNZ,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,2745.2,1,Churn,77.17,77.17,Critical,77.17,29,95.9,2745.2,Critical,Established Customer,High Value,High Value,Critical High-Value
0487-CRLZF,Female,0,No,No,49,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.45,3721.9,0,Retained,3.13,3.13,Low,3.13,49,74.45,3721.9,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
2107-FBPTK,Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,3121.1,0,Churn,75.56,75.56,Critical,75.56,30,104.1,3121.1,Critical,Established Customer,High Value,High Value,Critical High-Value
9451-WLYRI,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.05,990.45,0,Retained,6.74,6.74,Low,6.74,53,19.05,990.45,Low,Loyal Customer,Low Value,Low Value,Loyal Customer
8219-VYBVI,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1004.35,0,Retained,4.24,4.24,Low,4.24,39,25.0,1004.35,Low,Established Customer,Low Value,Medium Value,Stable Customer
1991-VOPLL,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,157.65,0,Retained,14.57,14.57,Low,14.57,9,19.05,157.65,Low,Developing Customer,Low Value,Low Value,Stable Customer
9738-QLWTP,Male,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,81.9,3219.75,0,Retained,15.31,15.31,Low,15.31,39,81.9,3219.75,Low,Established Customer,High Value,High Value,Stable Customer
1016-DJTSV,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,572.85,0,Churn,78.27,78.27,Critical,78.27,8,69.7,572.85,Critical,Developing Customer,Medium Value,Low Value,Critical At-Risk
9419-IPPBE,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.15,4554.85,0,Retained,37.4,37.4,Medium,37.4,51,90.15,4554.85,Medium,Loyal Customer,High Value,High Value,Medium-Risk High-Value
0174-QRVVY,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.35,1847.55,0,Retained,0.44,0.44,Low,0.44,71,25.35,1847.55,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
5699-BNCAS,Male,1,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.65,1766.75,0,Retained,1.85,1.85,Low,1.85,71,24.65,1766.75,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
2900-PHPLN,Female,1,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1462.05,0,Retained,0.38,0.38,Low,0.38,70,19.55,1462.05,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
0612-RTZZA,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,1,Churn,83.7,83.7,Critical,83.7,1,25.25,25.25,Critical,New Customer,Low Value,Low Value,Critical At-Risk
8106-GWQOK,Male,0,Yes,No,38,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.0,2193.2,0,Retained,4.43,4.43,Low,4.43,38,60.0,2193.2,Low,Established Customer,Medium Value,Medium Value,Stable Customer
8751-EDEKA,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.9,2433.5,0,Retained,40.98,40.98,Medium,40.98,28,89.9,2433.5,Medium,Established Customer,High Value,Medium Value,Medium-Risk High-Value
6878-GGDWG,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,641.15,0,Retained,35.17,35.17,Medium,35.17,32,19.4,641.15,Medium,Established Customer,Low Value,Low Value,Watchlist Customer
4039-PIMHX,Male,1,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49.8,2398.4,0,Retained,14.26,14.26,Low,14.26,49,49.8,2398.4,Low,Loyal Customer,Medium Value,Medium Value,Loyal Customer
8450-LUGUK,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,861.85,0,Retained,2.82,2.82,Low,2.82,37,24.1,861.85,Low,Established Customer,Low Value,Low Value,Stable Customer
3604-WLABM,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583.0,0,Retained,42.74,42.74,Medium,42.74,10,54.25,583.0,Medium,Developing Customer,Medium Value,Low Value,Watchlist Customer
0795-GMVQO,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),109.9,7332.4,0,Retained,22.52,22.52,Low,22.52,67,109.9,7332.4,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
2259-OUUSZ,Male,0,No,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),35.5,249.55,0,Retained,29.88,29.88,Medium,29.88,7,35.5,249.55,Medium,Developing Customer,Low Value,Low Value,Watchlist Customer
1142-IHLOO,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),87.55,4475.9,0,Retained,28.05,28.05,Medium,28.05,51,87.55,4475.9,Medium,Loyal Customer,High Value,High Value,Medium-Risk High-Value
6410-LEFEN,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,416.45,1,Churn,67.38,67.38,High,67.38,9,45.15,416.45,High,Developing Customer,Medium Value,Low Value,High-Risk Customer
4633-MKHYU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.4,788.6,0,Churn,80.34,80.34,Critical,80.34,9,88.4,788.6,Critical,Developing Customer,High Value,Low Value,Critical High-Value
6257-RJOHI,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,0,Retained,43.36,43.36,Medium,43.36,4,50.8,202.3,Medium,New Customer,Medium Value,Low Value,Watchlist Customer
1545-JFUML,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.0,6994.6,0,Retained,10.74,10.74,Low,10.74,71,99.0,6994.6,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
3194-ORPIK,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,1,Churn,65.39,65.39,High,65.39,50,84.4,4116.15,High,Loyal Customer,High Value,High Value,High-Value At-Risk
7826-VVKWT,Female,1,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.55,2263.45,0,Retained,32.6,32.6,Medium,32.6,24,96.55,2263.45,Medium,Developing Customer,High Value,Medium Value,Medium-Risk High-Value
1353-GHZOS,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.75,1374.35,0,Retained,11.69,11.69,Low,11.69,22,59.75,1374.35,Low,Developing Customer,Medium Value,Medium Value,Stable Customer
2587-EKXTS,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,0,Retained,43.63,43.63,Medium,43.63,44,111.5,4915.15,Medium,Established Customer,High Value,High Value,Medium-Risk High-Value
5442-BXVND,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,0,Retained,22.66,22.66,Low,22.66,33,24.25,838.5,Low,Established Customer,Low Value,Low Value,Stable Customer
8816-VXNZD,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,1,Churn,92.5,92.5,Critical,92.5,1,75.1,75.1,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
9378-FXTIZ,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,1,Retained,19.6,19.6,Low,19.6,54,70.15,3715.65,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
1723-HKXJQ,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,4273.45,1,Churn,84.33,84.33,Critical,84.33,42,101.75,4273.45,Critical,Established Customer,High Value,High Value,Critical High-Value
7825-GKXMW,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,1,Churn,78.71,78.71,Critical,78.71,1,45.8,45.8,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
9753-OYLBX,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,0,Churn,64.74,64.74,High,64.74,1,20.5,20.5,High,New Customer,Low Value,Low Value,New Customer At-Risk
2364-UFROM,Male,0,No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,70.4,2044.75,0,Retained,12.21,12.21,Low,12.21,30,70.4,2044.75,Low,Established Customer,Medium Value,Medium Value,Stable Customer
6656-JWRQX,Female,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,30.55,30.55,0,Retained,48.51,48.51,Medium,48.51,1,30.55,30.55,Medium,New Customer,Low Value,Low Value,Watchlist Customer
6473-ULUHT,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.9,1398.25,0,Retained,34.38,34.38,Medium,34.38,16,84.9,1398.25,Medium,Developing Customer,High Value,Medium Value,Medium-Risk High-Value
1240-KNSEZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,1,Churn,78.1,78.1,Critical,78.1,1,20.1,20.1,Critical,New Customer,Low Value,Low Value,Critical At-Risk
0836-SEYLU,Male,0,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,328.95,1,Churn,71.19,71.19,High,71.19,9,40.65,328.95,High,Developing Customer,Medium Value,Low Value,High-Risk Customer
4433-JCGCG,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4680.05,1,Churn,87.02,87.02,Critical,87.02,46,101.0,4680.05,Critical,Established Customer,High Value,High Value,Critical High-Value
3716-BDVDB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,1,Churn,92.74,92.74,Critical,92.74,1,69.1,69.1,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
7688-AWMDX,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,3778.2,0,Retained,4.2,4.2,Low,4.2,71,54.5,3778.2,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
2842-BCQGE,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.35,3161.4,0,Churn,50.5,50.5,High,50.5,43,75.35,3161.4,High,Established Customer,Medium Value,High Value,High-Risk Customer
7244-QWYHG,Male,0,Yes,No,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,2188.45,0,Retained,5.98,5.98,Low,5.98,50,44.45,2188.45,Low,Loyal Customer,Medium Value,Medium Value,Loyal Customer
5899-MQZZL,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,999.45,1,Churn,78.7,78.7,Critical,78.7,13,75.0,999.45,Critical,Developing Customer,Medium Value,Low Value,Critical At-Risk
6849-OYAMU,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.0,1888.65,1,Churn,69.23,69.23,High,69.23,19,100.0,1888.65,High,Developing Customer,High Value,Medium Value,High-Value At-Risk
5312-UXESG,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.05,3990.6,0,Churn,52.09,52.09,High,52.09,41,98.05,3990.6,High,Established Customer,High Value,High Value,High-Value At-Risk
9488-HGMJH,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,1,Churn,90.83,90.83,Critical,90.83,1,71.15,71.15,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
6038-GCYEC,Female,0,No,No,24,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.15,1240.25,1,Churn,66.11,66.11,High,66.11,24,54.15,1240.25,High,Developing Customer,Medium Value,Medium Value,High-Risk Customer
2150-WLKUW,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),63.9,2635.0,0,Retained,6.81,6.81,Low,6.81,40,63.9,2635.0,Low,Established Customer,Medium Value,High Value,Stable Customer
7159-FVYPK,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.15,235.0,0,Retained,40.84,40.84,Medium,40.84,3,69.15,235.0,Medium,New Customer,Medium Value,Low Value,Watchlist Customer
7032-LMBHI,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,0,Retained,6.52,6.52,Low,6.52,37,64.65,2347.85,Low,Established Customer,Medium Value,Medium Value,Stable Customer
1150-WFARN,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.75,7156.2,1,Retained,15.31,15.31,Low,15.31,67,108.75,7156.2,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
6088-BXMRG,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,3089.6,0,Churn,59.1,59.1,High,59.1,32,98.85,3089.6,High,Established Customer,High Value,High Value,High-Value At-Risk
3144-AUDBS,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,270.8,1,Churn,77.46,77.46,Critical,77.46,6,49.15,270.8,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
4821-SJHJV,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.6,2901.8,0,Retained,45.1,45.1,Medium,45.1,32,89.6,2901.8,Medium,Established Customer,High Value,High Value,Medium-Risk High-Value
7346-MEDWM,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.25,4949.1,0,Churn,51.91,51.91,High,51.91,59,83.25,4949.1,High,Loyal Customer,High Value,High Value,High-Value At-Risk
1137-DGOWI,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),70.25,2198.9,0,Retained,15.83,15.83,Low,15.83,30,70.25,2198.9,Low,Established Customer,Medium Value,Medium Value,Stable Customer
5616-PRTNT,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,374.5,1,Churn,52.48,52.48,High,52.48,20,19.4,374.5,High,Developing Customer,Low Value,Low Value,High-Risk Customer
3812-LRZIR,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.5,761.95,0,Retained,6.39,6.39,Low,6.39,27,24.5,761.95,Low,Established Customer,Low Value,Low Value,Stable Customer
4818-QIUFN,Female,1,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1520.9,1,Churn,65.72,65.72,High,65.72,20,79.15,1520.9,High,Developing Customer,Medium Value,Medium Value,High-Risk Customer
9483-GCPWE,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,0,Retained,3.8,3.8,Low,3.8,9,20.1,190.25,Low,Developing Customer,Low Value,Low Value,Stable Customer
4227-OJHAL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.0,5163.0,0,Retained,9.23,9.23,Low,9.23,68,73.0,5163.0,Low,Loyal Customer,Medium Value,Very High Value,Loyal Customer
9220-CXRSC,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),61.4,4059.85,0,Retained,10.1,10.1,Low,10.1,69,61.4,4059.85,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
4993-JCRGJ,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,2281.6,0,Retained,49.12,49.12,Medium,49.12,26,84.3,2281.6,Medium,Established Customer,High Value,Medium Value,Medium-Risk High-Value
9537-JALFH,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1356.7,0,Retained,0.91,0.91,Low,0.91,69,19.9,1356.7,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
6698-OXETB,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,231.45,0,Retained,1.35,1.35,Low,1.35,11,20.4,231.45,Low,Developing Customer,Low Value,Low Value,Stable Customer
2103-ZRXFN,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.75,50.75,0,Churn,73.69,73.69,High,73.69,1,50.75,50.75,High,New Customer,Medium Value,Low Value,New Customer At-Risk
3724-BSCVH,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,242.4,0,Retained,1.99,1.99,Low,1.99,10,20.45,242.4,Low,Developing Customer,Low Value,Low Value,Stable Customer
4877-TSOFF,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,0,Retained,12.47,12.47,Low,12.47,55,75.75,4264.25,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
9209-NWPGU,Male,0,No,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,65.4,2774.55,0,Retained,14.79,14.79,Low,14.79,44,65.4,2774.55,Low,Established Customer,Medium Value,High Value,Stable Customer
6961-VCPMC,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.4,3605.2,1,Churn,77.25,77.25,Critical,77.25,46,80.4,3605.2,Critical,Established Customer,High Value,High Value,Critical High-Value
7306-YDSOI,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.75,4069.9,0,Retained,0.85,0.85,Low,0.85,69,59.75,4069.9,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
5288-AHOUP,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.5,874.2,0,Churn,69.6,69.6,High,69.6,11,78.5,874.2,High,Developing Customer,Medium Value,Low Value,High-Risk Customer
6688-UZPWD,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,1145.35,1,Churn,91.94,91.94,Critical,91.94,11,102.0,1145.35,Critical,Developing Customer,High Value,Medium Value,Critical High-Value
0655-YDGFJ,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.95,1323.7,0,Retained,23.25,23.25,Low,23.25,29,48.95,1323.7,Low,Established Customer,Medium Value,Medium Value,Stable Customer
8468-EHYJA,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,5497.05,0,Retained,42.39,42.39,Medium,42.39,57,99.65,5497.05,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
6823-SIDFQ,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,0,Retained,0.58,0.58,Low,0.58,28,18.25,534.7,Low,Established Customer,Low Value,Low Value,Stable Customer
1097-FSPVW,Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,0,Retained,22.75,22.75,Low,22.75,42,54.55,2455.05,Low,Established Customer,Medium Value,Medium Value,Stable Customer
2839-RFSQE,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,1,Retained,18.38,18.38,Low,18.38,2,20.65,38.7,Low,New Customer,Low Value,Low Value,Stable Customer
8328-SKJNO,Male,0,No,Yes,23,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),40.65,947.4,0,Retained,5.77,5.77,Low,5.77,23,40.65,947.4,Low,Developing Customer,Medium Value,Low Value,Stable Customer
7010-ZMVBF,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,357.0,0,Retained,12.52,12.52,Low,12.52,18,20.45,357.0,Low,Developing Customer,Low Value,Low Value,Stable Customer
5201-CBWYG,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.8,1476.25,0,Retained,2.81,2.81,Low,2.81,62,24.8,1476.25,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
0968-GSIKN,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,1,Churn,89.65,89.65,Critical,89.65,1,70.8,70.8,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
1965-DDBWU,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,1,Churn,52.69,52.69,High,52.69,16,89.05,1448.6,High,Developing Customer,High Value,Medium Value,High-Value At-Risk
9057-SIHCH,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,291.9,1,Churn,94.36,94.36,Critical,94.36,3,96.6,291.9,Critical,New Customer,High Value,Low Value,Critical High-Value
6352-GIGGQ,Male,0,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.8,5903.15,0,Retained,21.85,21.85,Low,21.85,67,88.8,5903.15,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
3635-QQRQD,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.05,1201.65,0,Retained,1.41,1.41,Low,1.41,62,20.05,1201.65,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
6771-XWBDM,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,5921.35,1,Churn,73.51,73.51,High,73.51,57,104.5,5921.35,High,Loyal Customer,High Value,Very High Value,High-Value At-Risk
2897-DOVND,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,146.65,0,Churn,79.87,79.87,Critical,79.87,2,69.8,146.65,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
