customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn Prediction,Churn Probability,Risk Score,Risk Level,Prediction Method,Customer Risk Score,Customer Value,Strategic Segment,Retention Priority,Priority Rank,Revenue At Risk,Recommended Action,Retention Recommendation,Retention Urgency Score,Recommended Channel
7593-XFKDI,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,46.3,1,Churn,76.35,76.35,High,Existing ChurnIQ ML Model,74.54,46.3,Standard Customer,High,987,35.35,Launch an early-tenure onboarding and engagement campaign.,Strengthen onboarding to prevent early customer churn.,52.36,Targeted Campaign
4573-JKNAE,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3,0,Retained,13.94,13.94,Low,Existing ChurnIQ ML Model,21.23,212.3,Loyal Customer,Low,3586,29.59,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",15.01,Standard Engagement
0337-CNPZE,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,1,Churn,77.62,77.62,High,Existing ChurnIQ ML Model,77.65,4443.45,High Value At Risk,High,835,3449.01,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,72.0,Targeted Campaign
9817-APLHW,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.0,316.2,0,Retained,18.73,18.73,Medium,Existing ChurnIQ ML Model,33.98,316.2,Standard Customer,Monitor,2857,59.22,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,24.09,Email / In-App
8380-MQINP,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,1079.05,0,Retained,0.82,0.82,Low,Existing ChurnIQ ML Model,6.15,1079.05,Loyal Customer,Low,4610,8.85,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",4.35,Standard Engagement
0840-DFEZH,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,0,Churn,83.53,83.53,Critical,Existing ChurnIQ ML Model,84.04,564.65,Critical Retention,Immediate,490,471.65,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,61.24,Personal Outreach
1513-XNPPH,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,1,Churn,73.13,73.13,High,Existing ChurnIQ ML Model,77.19,1095.65,Standard Customer,High,862,801.25,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,58.13,Targeted Campaign
8690-ZVLCL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.0,6161.9,0,Retained,0.51,0.51,Low,Existing ChurnIQ ML Model,9.51,6161.9,Loyal Customer,Low,4399,31.43,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",6.82,Standard Engagement
6015-VVHHE,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,446.05,1,Churn,89.31,89.31,Critical,Existing ChurnIQ ML Model,85.99,446.05,Critical Retention,Immediate,375,398.37,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,62.23,Personal Outreach
1125-SNVCK,Female,1,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.8,2106.05,0,Retained,24.82,24.82,Medium,Existing ChurnIQ ML Model,31.6,2106.05,Standard Customer,Monitor,2992,522.72,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,24.79,Email / In-App
0384-LPITE,Male,0,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,0,Retained,20.33,20.33,Low,Existing ChurnIQ ML Model,27.31,2511.55,Loyal Customer,Low,3231,510.6,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",21.73,Standard Engagement
4616-EWBNJ,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,318.6,0,Retained,17.49,17.49,Low,Existing ChurnIQ ML Model,25.32,318.6,Loyal Customer,Low,3346,55.72,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",18.01,Standard Engagement
6347-DCUIK,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,811.8,1,Churn,80.16,80.16,High,Existing ChurnIQ ML Model,78.17,811.8,Standard Customer,High,812,650.74,Provide personalized service outreach and retention incentives.,Proactive customer engagement is recommended.,58.05,Targeted Campaign
1335-HQMKX,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15,0,Retained,29.16,29.16,Medium,Existing ChurnIQ ML Model,35.18,7323.15,Stable Valuable,Monitor,2803,2135.43,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,35.55,Email / In-App
2545-EBUPK,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,0,Churn,95.36,95.36,Critical,Existing ChurnIQ ML Model,93.71,186.05,Critical Retention,Immediate,31,177.42,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,66.5,Personal Outreach
6923-AQONU,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454.0,0,Retained,0.12,0.12,Low,Existing ChurnIQ ML Model,10.15,454.0,Loyal Customer,Low,4346,0.54,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",7.11,Standard Engagement
2172-EJXVF,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.9,7521.95,0,Retained,26.69,26.69,Medium,Existing ChurnIQ ML Model,33.95,7521.95,Stable Valuable,Monitor,2858,2007.61,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,34.04,Email / In-App
0897-FEGMU,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,1,Churn,93.79,93.79,Critical,Existing ChurnIQ ML Model,92.59,1056.95,Critical Retention,Immediate,67,991.31,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,69.88,Personal Outreach
7663-RGWBC,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,1,Churn,64.26,64.26,High,Existing ChurnIQ ML Model,65.9,44.15,Standard Customer,High,1417,28.37,Launch an early-tenure onboarding and engagement campaign.,Strengthen onboarding to prevent early customer churn.,46.28,Targeted Campaign
1120-BMWUB,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.9,834.15,1,Churn,58.98,58.98,High,Existing ChurnIQ ML Model,60.9,834.15,Standard Customer,High,1624,491.98,Provide personalized service outreach and retention incentives.,Proactive customer engagement is recommended.,45.15,Targeted Campaign
9124-LHCJQ,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,1,Churn,96.43,96.43,Critical,Existing ChurnIQ ML Model,91.71,85.45,Critical Retention,Immediate,113,82.4,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,64.62,Personal Outreach
4536-PLEQY,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,0,Churn,62.61,62.61,High,Existing ChurnIQ ML Model,66.48,999.8,Standard Customer,High,1388,625.97,Provide personalized service outreach and retention incentives.,Proactive customer engagement is recommended.,49.74,Targeted Campaign
7029-IJEJK,Female,0,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,0,Retained,4.98,4.98,Low,Existing ChurnIQ ML Model,13.19,2369.7,Loyal Customer,Low,4097,118.01,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",9.84,Standard Engagement
8871-JLMHM,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,0,Retained,6.91,6.91,Low,Existing ChurnIQ ML Model,14.17,6297.65,Loyal Customer,Low,4023,435.17,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",12.15,Standard Engagement
2235-ZGKPT,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,239.55,1,Churn,71.93,71.93,High,Existing ChurnIQ ML Model,71.39,239.55,Standard Customer,High,1143,172.31,Launch an early-tenure onboarding and engagement campaign.,Strengthen onboarding to prevent early customer churn.,50.85,Targeted Campaign
3891-PUQOD,Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,59.2,1,Churn,69.38,69.38,High,Existing ChurnIQ ML Model,73.69,59.2,Standard Customer,High,1032,41.07,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,51.79,Targeted Campaign
5447-VYTKW,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45,0,Retained,13.04,13.04,Low,Existing ChurnIQ ML Model,27.18,1461.45,Loyal Customer,Low,3239,190.57,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",20.0,Standard Engagement
3623-FQBOX,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,0,Retained,18.48,18.48,Low,Existing ChurnIQ ML Model,29.15,416.4,Loyal Customer,Low,3127,76.95,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",20.8,Standard Engagement
0689-NKYLF,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,1,Churn,80.38,80.38,Critical,Existing ChurnIQ ML Model,81.63,1060.6,Critical Retention,Immediate,628,852.51,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,61.5,Personal Outreach
8659-HDIYE,Female,1,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,0,Retained,18.3,18.3,Low,Existing ChurnIQ ML Model,27.41,4869.35,Loyal Customer,Low,3224,891.09,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",23.75,Standard Engagement
3658-KIBGF,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,1,Churn,69.72,69.72,High,Existing ChurnIQ ML Model,73.58,54.9,Standard Customer,High,1037,38.28,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,51.7,Targeted Campaign
3474-BAFSJ,Male,0,Yes,No,57,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,0,Retained,3.18,3.18,Low,Existing ChurnIQ ML Model,10.48,3265.95,Loyal Customer,Low,4322,103.86,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",7.87,Standard Engagement
5519-YLDGW,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,1,Churn,90.01,90.01,Critical,Existing ChurnIQ ML Model,88.91,2254.2,Critical Retention,Immediate,246,2029.01,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,72.62,Personal Outreach
3865-ZFZIB,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,0,Retained,1.67,1.67,Low,Existing ChurnIQ ML Model,11.69,358.15,Loyal Customer,Low,4224,5.98,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",8.21,Standard Engagement
1855-AGAWH,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,0,Churn,58.17,58.17,High,Existing ChurnIQ ML Model,60.58,2939.8,Standard Customer,High,1641,1710.08,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,51.15,Targeted Campaign
7109-CQYUZ,Male,0,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,0,Retained,1.22,1.22,Low,Existing ChurnIQ ML Model,12.33,4652.4,Loyal Customer,Low,4173,56.76,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",8.92,Standard Engagement
1370-GGAWX,Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,0,Retained,28.16,28.16,Medium,Existing ChurnIQ ML Model,37.51,4408.45,Stable Valuable,Monitor,2680,1241.42,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,32.61,Email / In-App
4680-KUTAJ,Female,1,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,0,Churn,50.54,50.54,Medium,Existing ChurnIQ ML Model,58.82,580.8,Standard Customer,Monitor,1717,293.54,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,42.68,Email / In-App
5307-UVGNB,Female,0,Yes,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,0,Retained,25.88,25.88,Medium,Existing ChurnIQ ML Model,32.18,2495.2,Standard Customer,Monitor,2960,645.76,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,25.83,Email / In-App
4946-EDSEW,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,1,Retained,24.43,24.43,Medium,Existing ChurnIQ ML Model,34.65,180.3,Standard Customer,Monitor,2827,44.05,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,24.48,Email / In-App
2883-ILGWO,Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,0,Retained,33.4,33.4,Medium,Existing ChurnIQ ML Model,41.36,5913.95,Growth Opportunity,Monitor,2474,1975.26,Introduce relevant upgrades and personalized offers.,Use engagement and cross-sell opportunities to strengthen loyalty.,39.06,Email / In-App
2516-VQRRV,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,1,Churn,90.35,90.35,Critical,Existing ChurnIQ ML Model,86.52,158.4,Critical Retention,Immediate,349,143.11,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,61.3,Personal Outreach
7580-UGXNC,Female,1,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,1,Churn,71.38,71.38,High,Existing ChurnIQ ML Model,71.6,104.2,Standard Customer,High,1131,74.38,Launch an early-tenure onboarding and engagement campaign.,Strengthen onboarding to prevent early customer churn.,50.5,Targeted Campaign
3642-BYHDO,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,0,Retained,0.17,0.17,Low,Existing ChurnIQ ML Model,3.44,1389.35,Loyal Customer,Low,4757,2.36,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",2.42,Standard Engagement
9629-NHXFW,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,0,Churn,66.82,66.82,High,Existing ChurnIQ ML Model,65.73,19.4,Standard Customer,High,1424,12.96,Launch an early-tenure onboarding and engagement campaign.,Strengthen onboarding to prevent early customer churn.,46.08,Targeted Campaign
2696-RZVZW,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,0,Retained,2.11,2.11,Low,Existing ChurnIQ ML Model,5.62,1629.2,Loyal Customer,Low,4634,34.38,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",4.11,Standard Engagement
5766-FTRTS,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,0,Retained,0.39,0.39,Low,Existing ChurnIQ ML Model,8.59,6033.1,Loyal Customer,Low,4474,23.53,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",6.13,Standard Engagement
0396-HUJBP,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,0,Retained,17.71,17.71,Medium,Existing ChurnIQ ML Model,31.2,44.4,Standard Customer,Monitor,3010,7.86,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,21.88,Email / In-App
5178-LMXOP,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,1,Churn,94.66,94.66,Critical,Existing ChurnIQ ML Model,94.24,95.1,Critical Retention,Immediate,26,90.02,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,66.43,Personal Outreach
8879-ZKJOF,Female,0,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,0,Retained,12.46,12.46,Low,Existing ChurnIQ ML Model,23.08,3320.75,Loyal Customer,Low,3486,413.77,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",18.27,Standard Engagement
6285-FTQBF,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1867.7,0,Retained,0.44,0.44,Low,Existing ChurnIQ ML Model,3.94,1867.7,Loyal Customer,Low,4726,8.22,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",2.8,Standard Engagement
8185-UPYBR,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,1,Churn,90.9,90.9,Critical,Existing ChurnIQ ML Model,89.35,438.0,Critical Retention,Immediate,227,398.14,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,64.58,Personal Outreach
4585-HETAI,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,1,Churn,82.2,82.2,Critical,Existing ChurnIQ ML Model,83.4,325.45,Critical Retention,Immediate,527,267.52,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,59.75,Personal Outreach
7526-BEZQB,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,1,Churn,93.2,93.2,Critical,Existing ChurnIQ ML Model,91.77,1148.1,Critical Retention,Immediate,110,1070.03,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,69.71,Personal Outreach
1474-JUWSM,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,0,Retained,14.54,14.54,Low,Existing ChurnIQ ML Model,24.26,3972.25,Loyal Customer,Low,3408,577.57,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",19.94,Standard Engagement
3530-CRZSB,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.9,0,Retained,23.93,23.93,Medium,Existing ChurnIQ ML Model,34.97,155.9,Standard Customer,Monitor,2812,37.31,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,24.67,Email / In-App
8498-XXGWA,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15,0,Retained,12.66,12.66,Low,Existing ChurnIQ ML Model,21.77,3673.15,Loyal Customer,Low,3561,465.02,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",17.62,Standard Engagement
9617-INGJY,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,0,Churn,83.9,83.9,Critical,Existing ChurnIQ ML Model,81.76,70.6,Critical Retention,Immediate,621,59.23,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,57.53,Personal Outreach
0621-TSSMU,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,0,Retained,3.81,3.81,Low,Existing ChurnIQ ML Model,10.17,1126.75,Loyal Customer,Low,4345,42.93,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",7.34,Standard Engagement
7234-KMNRQ,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,0,Retained,15.26,15.26,Low,Existing ChurnIQ ML Model,29.19,73.45,Loyal Customer,Low,3123,11.21,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",20.49,Standard Engagement
7636-PEPNS,Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,0,Retained,18.11,18.11,Low,Existing ChurnIQ ML Model,21.83,2413.05,Loyal Customer,Low,3558,437.0,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",17.52,Standard Engagement
4683-WYDOU,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,0,Retained,38.45,38.45,Medium,Existing ChurnIQ ML Model,38.47,6912.7,Stable Valuable,Monitor,2618,2657.93,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,40.53,Email / In-App
9052-DHNKM,Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,0,Retained,15.79,15.79,Low,Existing ChurnIQ ML Model,29.04,1581.95,Loyal Customer,Low,3134,249.79,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",21.61,Standard Engagement
6794-HKIAJ,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,0,Retained,19.53,19.53,Low,Existing ChurnIQ ML Model,29.83,5586.45,Loyal Customer,Low,3084,1091.03,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",26.46,Standard Engagement
5578-NKCXI,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,0,Retained,21.8,21.8,Low,Existing ChurnIQ ML Model,28.8,5846.65,Loyal Customer,Low,3146,1274.57,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",26.68,Standard Engagement
1642-HMARX,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,0,Retained,1.84,1.84,Low,Existing ChurnIQ ML Model,13.74,6424.7,Loyal Customer,Low,4058,118.21,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",10.22,Standard Engagement
3096-WPXBT,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,0,Retained,30.16,30.16,Medium,Existing ChurnIQ ML Model,34.35,6018.65,Stable Valuable,Monitor,2840,1815.22,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,33.33,Email / In-App
8434-PNQZX,Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,0,Retained,6.23,6.23,Low,Existing ChurnIQ ML Model,16.37,3373.4,Loyal Customer,Low,3884,210.16,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",12.53,Standard Engagement
5950-AAAGJ,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,0,Retained,49.71,49.71,Medium,Existing ChurnIQ ML Model,56.55,1537.9,Standard Customer,Monitor,1810,764.49,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,43.5,Email / In-App
4299-OPXEJ,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,0,Retained,4.54,4.54,Low,Existing ChurnIQ ML Model,8.55,1080.55,Loyal Customer,Low,4477,49.06,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",6.24,Standard Engagement
4951-UKAAQ,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,1,Churn,92.08,92.08,Critical,Existing ChurnIQ ML Model,91.53,355.2,Critical Retention,Immediate,121,327.07,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,65.74,Personal Outreach
9618-LFJRU,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,0,Retained,24.19,24.19,Medium,Existing ChurnIQ ML Model,35.55,82.85,Standard Customer,Monitor,2786,20.04,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,24.99,Email / In-App
6693-DJWTY,Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,0,Retained,7.11,7.11,Low,Existing ChurnIQ ML Model,18.24,2016.45,Loyal Customer,Low,3756,143.37,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",13.5,Standard Engagement
